,userId,movieId,rating,timestamp,title,genres,description,cast
2301,19,107,2.0,965706886,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,The Muppets' twist on the classic tale.,"['Tim Curry', 'Billy Connolly', 'Jennifer Saunders', 'Kevin Bishop', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson', 'Kevin Clash', 'Bill Barretta', 'Frank Oz', 'John Henson', 'Danny Blackner', 'Peter Geeves', 'Harry Jones', 'David J. Nicholls', 'Frederick Warder', 'Nigel Plaskitt', 'Louise Gold']"
2302,19,118,3.0,965708217,If Lucy Fell (1996),Comedy|Romance,"Two NYC roomies have a pact to jump off Brooklyn Bridge, if they haven't found life partners before she's 30. That's less than a month away.","['Sarah Jessica Parker', 'Eric Schaeffer', 'Ben Stiller', 'Elle Macpherson', 'James Rebhorn', 'Robert John Burke', 'David Thornton', 'Bill Sage', 'Dominic Chianese', 'Scarlett Johansson', 'Michael Storms', 'Jason Myers', 'Emily Hart', 'Paul Greco', 'Mujibur Rahman', 'Sirajul Islam', 'Ben Lin', 'Alice Spivak']"
2310,19,173,1.0,965703997,Judge Dredd (1995),Action|Crime|Sci-Fi,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.","['Sylvester Stallone', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow', 'Max von Sydow', 'Diane Lane', 'Joanna Miles', 'Joan Chen', 'Balthazar Getty', 'Maurice Roëves', 'Ian Dury', 'Christopher Adamson', 'Ewen Bremner', 'Peter Marinker', 'Angus MacInnes', 'Louise Delamere', 'Phil Smeeton', 'Steve Toussaint']"
2328,19,295,3.0,965708038,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio (John Leguizamo) is offered a bribe in exchange for taking the blame for the fire that destroyed his workplace. Garet (William Baldwin), the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie (Sadie Frost) and Stephanie (Erika Eleniak).","['William Baldwin', 'John Leguizamo', 'Sadie Frost', 'Erika Eleniak', 'Michael Lerner', 'Joan Plowright', 'Armin Mueller-Stahl', 'Mike Starr', 'Julio Oscar Mechoso', 'Floyd Vivino', 'Babs Chula', 'Tony Perri', 'Randy Butcher', 'Lesley Kelly', 'Jennifer Rolin', 'Elena Kudaba', 'Michael McCullough', 'Derrick Patterson']"
2331,19,325,2.0,965708360,National Lampoon's Senior Trip (1995),Comedy,"To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.","['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane', 'Tommy Chong', 'Jeremy Renner', 'Rob Moore', 'Eric Edwards', 'Kevin McDonald', 'Michael Blake', 'Tara Strong', 'Nicole de Boer', 'Sergio Di Zio', 'Fiona Loewi', 'Kathryn Rose', 'Danny Smith', 'Lori Alter', 'Jack Jessop', 'Kay Tremblay']"
2337,19,338,2.0,965703940,Virtuosity (1995),Action|Sci-Fi|Thriller,"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.","['Denzel Washington', 'Russell Crowe', 'Kelly Lynch', 'Stephen Spinella', 'William Forsythe', 'Louise Fletcher', 'William Fichtner', 'Costas Mandylor', 'Kevin J. OConnor', 'Kaley Cuoco', 'Christopher Murray', 'Heidi Schanz', 'Traci Lords', 'Gordon Jennison Noice', 'Mari Morrow', 'Miracle Vincent', 'Mara Duronslet', 'Michael Buffer']"
2352,19,372,1.0,965706507,Reality Bites (1994),Comedy|Drama|Romance,"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.","['Winona Ryder', 'Ethan Hawke', 'Janeane Garofalo', 'Steve Zahn', 'Ben Stiller', 'Swoosie Kurtz', 'Harry OReilly', 'Susan Norfleet', 'Joe Don Baker', 'Renée Zellweger', 'James Rothenberg', 'John Mahoney', 'Eric Morgan Stuart', 'Barry Del Sherman', 'Chelsea Lagos', 'Bill Bolender', 'Jubal Palmer', 'Marti Greene']"
2356,19,379,2.0,965703885,Timecop (1994),Action|Sci-Fi|Thriller,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.","['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver', 'Bruce McGill', 'Gloria Reuben', 'Scott Bellis', 'Jason Schombing', 'Scott Lawrence', 'Kenneth Welsh', 'Brent Woolsey', 'Brad Loree', 'Shane Kelly', 'Richard Faraci', 'Steven Lambert', 'Kevin McNulty', 'J.J. Makaro', 'Yves Cameron', 'David Jacox']"
2358,19,407,3.0,965705059,In the Mouth of Madness (1995),Horror|Thriller,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,"['Sam Neill', 'Jürgen Prochnow', 'Julie Carmen', 'David Warner', 'John Glover', 'Bernie Casey', 'Peter Jason', 'Charlton Heston', 'Frances Bay', 'Wilhelm von Homburg', 'Kevin Rushton', 'Gene Mack', 'Conrad Bergschneider', 'Marvin Scott', 'Katherine Ashby', 'Ben Gilbert', 'Dennis OConnor', 'Paul Brogren']"
2360,19,414,2.0,965706886,"Air Up There, The (1994)",Comedy,A basketball coach travels to Africa to recruit a new star.,"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez', 'Winston Ntshona', 'Mabutho Kid Sithole', 'Sean McCann', 'Dennis Patrick', 'Ilo Mutombo', 'Nigel Miguel', 'Eric Menyuk', 'Keith Gibbs', 'Miriam Owiti', 'Douglas Leboyare', 'Francis Mutei', 'Gibson Gathu Mbugua', 'Vusi Kunene', 'Connie Chiume', 'John Matshikiza']"
2361,19,420,2.0,965708098,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.","['Eddie Murphy', 'Jon Tenney', 'Joey Travolta', 'Eugene Collier', 'Jimmy Ortega', 'Ousaun Elam', 'Ray Lykins', 'Tim Gilbert', 'Rick Avery', 'Gilbert R. Hill', 'Dick Purtan', 'Fred Asparagus', 'Louis Lombardi', 'Lindsey Ginter', 'Timothy Carhart', 'Michael Bowen', 'David Parry', 'Stephen McHattie']"
2362,19,422,3.0,965711481,Blink (1994),Thriller,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.","['Roger Ebert', 'Gene Siskel']"
2364,19,427,3.0,965712068,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.","['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton', 'Kurtwood Smith', 'Art Garfunkel', 'Betsy Clark', 'Nicolette Scorsese', 'Meg Register', 'Bryan Smith', 'Marla Levine', 'Kim Lentz', 'Lloyd T. Williams', 'Carl Mazzocone Sr.', 'Erik Shoaff', 'Lisa Oz', 'Ted Manson', 'Adele K. Schaeffer', 'Amy Levin']"
2380,19,486,2.0,965707828,Life with Mikey (1993),Comedy,A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket.,"['Michael J. Fox', 'Christina Vidal', 'Nathan Lane', 'Cyndi Lauper', 'David Krumholtz', 'David Huddleston', 'Victor Garber', 'Frances Chaney', 'Kathryn Grody', 'Mary Alice', 'Annabelle Gurwitch', 'Kathleen McNenny', 'Jonathan C. Kaplan', 'Tony Hendra', 'Mario Todisco', 'Michael Rupert', 'Christine Baranski', 'Sean Power']"
2386,19,513,3.0,965707637,Radioland Murders (1994),Comedy|Mystery|Romance,A series of mysterious crimes confuses existence of a radio network.,"['Brian Benben', 'Mary Stuart Masterson', 'Ned Beatty', 'George Burns', 'Scott Michael Campbell', 'Brion James', 'Michael Lerner', 'Michael McKean', 'Jeffrey Tambor', 'Stephen Tobolowsky', 'Christopher Lloyd', 'Larry Miller', 'Anita Morris', 'Corbin Bernsen', 'Rosemary Clooney', 'Bobcat Goldthwait', 'Robert Walden', 'Dylan Baker']"
2395,19,551,5.0,965706163,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","['Danny Elfman', 'Chris Sarandon', 'Catherine OHara', 'William Hickey', 'Glenn Shadix', 'Paul Reubens', 'Ken Page', 'Edward Ivory', 'Susan McBride', 'Debi Durst', 'Greg Proops', 'Kerry Katz', 'Randy Crenshaw', 'Sherwood Ball', 'Carmen Twillie', 'Glenn Walters', 'Mia Brown', 'L. Peter Callender']"
2396,19,558,2.0,965704355,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.","['Macaulay Culkin', 'Christopher Lloyd', 'Kanin Howell', 'Alexis Kirschner', 'Jessica Kirschner', 'Guy Mansker', 'Brandon S. McKay', 'Stephen Sheehan', 'Ed Begley Jr.', 'Mel Harris', 'Patrick Stewart', 'Whoopi Goldberg', 'Frank Welker', 'Leonard Nimoy', 'George Hearn', 'Dorian Harewood', 'Ed Gilbert', 'Richard Erdman']"
2405,19,610,3.0,965703785,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.","['Richard Romanus', 'John Candy', 'Joe Flaherty', 'Don Francks', 'Caroline Semple', 'Susan Roman', 'Al Waxman', 'Harvey Atkin', 'Glenis Wootton Gross', 'Marilyn Lightstone', 'Jackie Burroughs', 'Martin Lavut', 'August Schellenberg', 'John Vernon', 'Eugene Levy', 'Rodger Bumpass', 'Douglas Kenney', 'George Touliatos']"
2406,19,611,2.0,965704056,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.","['Bruce Ramsay', 'Valentina Vargas', 'Doug Bradley', 'Charlotte Chatton', 'Adam Scott', 'Kim Myers', 'Mickey Cottrell', 'Louis Turenne', 'Courtland Mead', 'Louis Mustillo', 'Jody St. Michael', 'Paul Perri', 'Pat Skipper', 'Christine Harnos', 'Wren T. Brown', 'Tom Dugan', 'Michael Polish', 'Mark Polish']"
2413,19,671,2.0,965703674,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,"['Trace Beaulieu', 'Michael J. Nelson', 'Jim Mallon', 'Kevin Murphy', 'John Brady', 'Faith Domergue', 'Lance Fuller', 'Russell Johnson', 'Robert Nichols', 'Regis Parton', 'Rex Reason']"
2415,19,674,4.0,965703973,Barbarella (1968),Adventure|Comedy|Sci-Fi,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.","['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg', 'Milo OShea', 'Marcel Marceau', 'Claude Dauphin', 'Véronique Vendell', 'Giancarlo Cobelli', 'Serge Marquand', 'Nino Musco', 'Franco Gulà', 'Catherine Chevallier', 'Marie Therese Chevallier', 'Umberto Di Grazia', 'David Hemmings', 'Ugo Tognazzi', 'Honey Autumn', 'Silvana Bacci']"
2421,19,724,4.0,965705076,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.","['Robin Tunney', 'Fairuza Balk', 'Neve Campbell', 'Rachel True', 'Skeet Ulrich', 'Christine Taylor', 'Breckin Meyer', 'Nathaniel Marston', 'Cliff De Young', 'Assumpta Serna', 'Helen Shaver', 'Jeanine Jackson', 'Brenda Strong', 'Elizabeth Guber', 'Jennifer Greenhut', 'Arthur Senzy', 'Endre Hules', 'Mark Conlon']"
2424,19,742,3.0,965711994,Thinner (1996),Horror|Thriller,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,"['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney', 'Bethany Joy Lenz', 'Time Winters', 'Howard Erskine', 'Terrence Garmey', 'Randy Jurgensen', 'Jeffrey Ware', 'Antonette Schwartzberg', 'Terence Kava', 'Kari Wuhrer', 'Adriana Delphine', 'Ruth Miller', 'Walter Bobbie', 'John Horton', 'Daniel von Bargen', 'Michael Constantine']"
2425,19,743,2.0,965707137,Spy Hard (1996),Comedy,"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot K.G.B. Agent Veronique Ukrinsky to find Rancor and save the world.","['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden', 'Barry Bostwick', 'John Ales', 'Andy Griffith', 'Elya Baskin', 'Mason Gamble', 'Carlos Lauchu', 'Stephanie Romanov', 'Joyce Brothers', 'Ray Charles', 'Hulk Hogan', 'Roger Clinton', 'Robert Culp', 'Fabio', 'Robert Guillaume']"
2427,19,761,3.0,965709832,"Phantom, The (1996)",Action|Adventure,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['nan']
2430,19,785,2.0,965706209,Kingpin (1996),Comedy,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.","['Woody Harrelson', 'Randy Quaid', 'Bill Murray', 'Vanessa Angel', 'Chris Elliott', 'William Jordan', 'Richard Tyson', 'Lin Shaye', 'Zen Gesner', 'Prudence Wright Holmes', 'Rob Moran', 'Daniel Greene', 'Will Rothhaar', 'Mark Charpentier', 'Brad Faxon', 'Billy Andrade', 'Paul DeWolf', 'Jill Lytle']"
2431,19,788,2.0,965703885,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.","['Roger Ebert', 'Gene Siskel']"
2432,19,798,2.0,965710019,Daylight (1996),Action|Adventure|Drama|Thriller,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen', 'Dan Hedaya', 'Jay O. Sanders', 'Karen Young', 'Claire Bloom', 'Vanessa Bell Calloway', 'Renoly Santiago', 'Colin Fox', 'Danielle Harris', 'Trina McGee', 'Marcello Thedford', 'Sage Stallone', 'Jo Anderson', 'Mark Rolston', 'Rosemary Forsyth', 'Luoyong Wang']"
2434,19,810,1.0,965704375,Kazaam (1996),Children|Comedy|Fantasy,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.","['Shaquille ONeal', 'Francis Capra', 'Ally Walker', 'James Acheson', 'John Costelloe', 'Marshall Manesh', 'Fawn Reed', 'Mother Love', 'Brandon Durand', 'Wade Robson', 'Jake Glaser', 'Efren Ramirez', 'Jonathan Carrasco', 'Jesse Perez', 'Todd Sible', 'Juan Gabriel Reynoso', 'Said Faraj', 'Randall Bosley']"
2436,19,829,2.0,965706415,Joe's Apartment (1996),Comedy|Fantasy|Musical,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.","['Jerry OConnell', 'Megan Ward', 'Billy West', 'Reginald Hudlin', 'Jim Turner', 'Pepa', 'Robert Vaughn', 'Don Ho', 'Jim Sterling', 'Shiek Mahmud-Bey', 'David Huddleston', 'Frank Bello', 'Lord Kayson', 'Alex Molina', 'Wayman Ezell', 'Vincent Pastore', 'Rose Kimmel', 'Cynthia Neilson']"
2438,19,832,2.0,965711184,Ransom (1996),Crime|Thriller,"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.","['Mel Gibson', 'Gary Sinise', 'Rene Russo', 'Brawley Nolte', 'Delroy Lindo', 'Lili Taylor', 'Liev Schreiber', 'Donnie Wahlberg', 'Evan Handler', 'Nancy Ticotin', 'Michael Gaston', 'Kevin Neil McCready', 'Paul Guilfoyle', 'Allen Bernstein', 'José Zúñiga', 'Dan Hedaya', 'Iraida Polanco', 'John Ortiz']"
2444,19,866,2.0,965710781,Bound (1996),Crime|Drama|Romance|Thriller,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,"['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano', 'John P. Ryan', 'Christopher Meloni', 'Richard C. Sarafian', 'Mary Mara', 'Susie Bright', 'Margaret Smith', 'Barry Kivel', 'Peter Spellos', 'Ivan Kane', 'Kevin Michael Richardson', 'Gene Borkan']"
2445,19,879,1.0,965705195,"Relic, The (1997)",Horror|Thriller,"A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum.","['Penelope Ann Miller', 'Tom Sizemore', 'Linda Hunt', 'James Whitmore', 'Clayton Rohner', 'Chi Muoi Lo', 'Thomas Ryan', 'Robert Lesser', 'Diane Robin', 'Lewis Van Bergen', 'Constance Towers', 'Francis X. McCarthy', 'Audra Lindley', 'John Kapelos', 'Tico Wells', 'Mike Bacarella', 'Gene Davis', 'John DiSanti']"
2448,19,903,5.0,965710671,Vertigo (1958),Drama|Mystery|Romance|Thriller,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'David Ahdar', 'Isabel Analla', 'Jack Ano', 'Margaret Bacon', 'John Benson', 'Danny Borzage', 'Margaret Brayton', 'Paul Bryar', 'Boyd Cabeen']"
2450,19,906,3.0,965711014,Gaslight (1944),Drama|Thriller,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.","['Charles Boyer', 'Ingrid Bergman', 'Joseph Cotten', 'May Whitty', 'Angela Lansbury', 'Barbara Everest', 'Emil Rameau', 'Edmund Breon', 'Halliwell Hobbes', 'Tom Stevenson', 'Heather Thatcher', 'Lawrence Grossmith', 'Jakob Gimpel', 'Harry Adams', 'Lassie Lou Ahern', 'John Ardizoni', 'Frank Baker', 'Wilson Benge']"
2452,19,911,3.0,965705725,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,"['Cary Grant', 'Audrey Hepburn', 'Walter Matthau', 'James Coburn', 'George Kennedy', 'Dominique Minot', 'Ned Glass', 'Jacques Marin', 'Paul Bonifas', 'Thomas Chelimsky', 'Marc Arian', 'Claudine Berg', 'Marcel Bernier', 'Georges Billy', 'Albert Daumergue', 'Raoul Delfosse', 'Lucien Desagneaux', 'Stanley Donen']"
2454,19,915,2.0,965706045,Sabrina (1954),Comedy|Romance,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.","['Humphrey Bogart', 'Audrey Hepburn', 'William Holden', 'Walter Hampden', 'John Williams', 'Martha Hyer', 'Joan Vohs', 'Marcel Dalio', 'Marcel Hillaire', 'Nella Walker', 'Francis X. Bushman', 'Ellen Corby', 'David Ahdar', 'Raymond Bailey', 'Brooks Benedict', 'Marjorie Bennett', 'Lovyss Bradley', 'Ralph Brooks']"
2455,19,921,3.0,965706068,My Favorite Year (1982),Comedy,"An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broadcast.","['Peter OToole', 'Mark Linn-Baker', 'Jessica Harper', 'Joseph Bologna', 'Bill Macy', 'Lainie Kazan', 'Anne De Salvo', 'Basil Hoffman', 'Lou Jacobi', 'Adolph Green', 'Tony DiBenedetto', 'George Wyner', 'Selma Diamond', 'Cameron Mitchell', 'Jenny Neumann', 'Corinne Bohrer', 'George Marshall Ruge', 'Amanda Horan Kennedy']"
2458,19,931,4.0,965710914,Spellbound (1945),Mystery|Romance|Thriller,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,"['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov', 'Leo G. Carroll', 'Rhonda Fleming', 'John Emery', 'Norman Lloyd', 'Bill Goodwin', 'Steven Geray', 'Donald Curtis', 'Wallace Ford', 'Art Baker', 'Regis Toomey', 'Paul Harvey', 'Jean Acker', 'Irving Bacon', 'Richard Bartell', 'Harry Brown']"
2459,19,933,4.0,965705982,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,"['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis', 'John Williams', 'Charles Vanel', 'Brigitte Auber', 'Jean Martinelli', 'Georgette Anys', 'George Adrian', 'John Alderson', 'Martha Bamattre', 'René Blancard', 'Eugene Borden', 'Nina Borget', 'George Boyce', 'John Breen', 'Margaret Brewster', 'Ralph Brooks']"
2460,19,965,2.0,965710693,"39 Steps, The (1935)",Drama|Mystery|Thriller,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.","['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim', 'Godfrey Tearle', 'Peggy Ashcroft', 'John Laurie', 'Helen Haye', 'Frank Cellier', 'Wylie Watson', 'Gus McNaughton', 'Jerry Verno', 'Peggy Simpson', 'Ivor Barnard', 'Charles Bennett', 'Noel Birkin', 'Ex-Det. Sergt. Bishop', 'Wallace Bosco', 'Matthew Boulton']"
2461,19,984,2.0,965708318,"Pompatus of Love, The (1996)",Comedy|Drama,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.","['Roger Ebert', 'Gene Siskel']"
2464,19,1016,3.0,965706728,"Shaggy Dog, The (1959)",Children|Comedy,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['nan']
2466,19,1021,2.0,965707419,Angels in the Outfield (1994),Children|Comedy,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.","['Danny Glover', 'Brenda Fricker', 'Tony Danza', 'Christopher Lloyd', 'Ben Johnson', 'Jay O. Sanders', 'Joseph Gordon-Levitt', 'Milton Davis Jr.', 'Taylor Negron', 'Tony Longo', 'Neal McDonough', 'Stoney Jackson', 'Adrien Brody', 'Tim Conlon', 'Matthew McConaughey', 'Israel Juarbe', 'Albert Alexander Garcia', 'Dermot Mulroney']"
2471,19,1047,3.0,965711308,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.","['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima', 'Craig Bierko', 'Tom Amandes', 'Brian Cox', 'Patrick Malahide', 'David Morse', 'Joseph McKenna', 'Melina Kanakaredes', 'Dan Warry-Smith', 'Kristen Bone', 'Jennifer Pisana', 'Rex Linn', 'Alan North', 'Edwin Hodge', 'Bill MacDonald', 'Gladys OConnor']"
2478,19,1081,2.0,965706389,Victor/Victoria (1982),Comedy|Musical|Romance,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.","['Julie Andrews', 'James Garner', 'Robert Preston', 'Lesley Ann Warren', 'Alex Karras', 'John Rhys-Davies', 'Graham Stark', 'Peter Arne', 'Herb Tanney', 'Michael Robbins', 'Norman Chancer', 'David Gant', 'Maria Charles', 'Malcolm Jamieson', 'John Cassady', 'Mike Tezcan', 'Christopher Good', 'Matyelok Gibbs']"
2484,19,1129,3.0,965703727,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.","['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine', 'Donald Pleasence', 'Isaac Hayes', 'Season Hubley', 'Harry Dean Stanton', 'Adrienne Barbeau', 'Tom Atkins', 'Charles Cyphers', 'Joe Unger', 'Frank Doubleday', 'John Strobel', 'John Cothran', 'Garrett Bergfeld', 'Richard Cosentino', 'Robert John Metcalf', 'Joel Bennett']"
2495,19,1215,3.0,965706068,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,"A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.","['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove', 'Timothy Patrick Quill', 'Michael Earl Reid', 'Bridget Fonda', 'Patricia Tallman', 'Ted Raimi', 'Deke Anderson', 'Bruce Thomas', 'Sara Shearer', 'Shiva Gordon', 'Billy Bryan', 'Nadine Grycan', 'Bill Moseley', 'Micheal Kenney']"
2498,19,1238,3.0,965705784,Local Hero (1983),Comedy,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.","['Burt Lancaster', 'Peter Riegert', 'Fulton Mackay', 'Denis Lawson', 'Norman Chancer', 'Peter Capaldi', 'Rikki Fulton', 'Alex Norton', 'Jenny Seagrove', 'Jennifer Black', 'Christopher Rozycki', 'Gyearbuor Asante', 'John M. Jackson', 'Dan Ammerman', 'Tam Dean Burn', 'Luke Coulter', 'Karen Douglas', 'Kenny Ireland']"
2501,19,1257,3.0,965705725,Better Off Dead... (1985),Comedy|Romance,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares.","['John Cusack', 'David Ogden Stiers', 'Kim Darby', 'Demian Slade', 'Scooter Stevens', 'Diane Franklin', 'Laura Waterbury', 'Dan Schneider', 'Yuji Okumoto', 'Brian Imada', 'Chuck Mitchell', 'Amanda Wyss', 'Curtis Armstrong', 'Aaron Dozier', 'Frank Burt Avalon', 'Joe W. Davis', 'Peter Ellenstein', 'Vincent Schiavelli']"
2506,19,1269,4.0,965705942,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,"['Cary Grant', 'Priscilla Lane', 'Raymond Massey', 'Jack Carson', 'Edward Everett Horton', 'Peter Lorre', 'James Gleason', 'Josephine Hull', 'Jean Adair', 'John Alexander', 'Grant Mitchell', 'Edward McNamara', 'Garry Owen', 'John Ridgely', 'Vaughan Glaser', 'Chester Clute', 'Charles Lane', 'Edward McWade']"
2511,19,1297,4.0,965706140,Real Genius (1985),Comedy,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the plan.","['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton', 'Jon Gries', 'Patti DArbanville', 'Stacy Peralta', 'Daniel Ades', 'Andres Aybar', 'Louis Giambalvo', 'Ed Lauter', 'Charles Shull', 'Beau Billingslea', 'Charles Parks', 'Sean Frye', 'JoAnn Willette', 'Ina Gould', 'Nadine Vix']"
